reading_id,site_id,period,metric_code,value,uom,period_type,source_system,submitted_at
1301,103,2024-03,SCOPE1_GHG,298.517,t,M,SAP_EHS,2024-04-15
1302,103,2024-03,SCOPE2_GHG,205.597,t,M,SITE_PORTAL,2024-04-08
1305,103,2024-03,WASTE_TOTAL,90.174,t,M,MANUAL_XLS,2024-04-13
1304,103,2024-03,WATER_WD,5925.28,m3,M,SAP_EHS,2024-04-16
1309,103,2024-04,ENERGY_CONS,1255.13,MWh,M,SITE_PORTAL,2024-05-08
1312,103,2024-04,HOURS_WORKED,92949.7,hours,M,SAP_EHS,2024-05-10
1307,103,2024-04,SCOPE1_GHG,257.301,t,M,MANUAL_XLS,2024-05-12
1308,103,2024-04,SCOPE2_GHG,198.41,t,M,MANUAL_XLS,2024-05-08
1311,103,2024-04,WASTE_TOTAL,91.772,t,M,SAP_EHS,2024-05-12
1310,103,2024-04,WATER_WD,5711.49,m3,M,MANUAL_XLS,2024-05-08
1315,103,2024-05,ENERGY_CONS,1140.8,MWh,M,SAP_EHS,2024-06-15
1318,103,2024-05,HOURS_WORKED,91512.8,hours,M,SAP_EHS,2024-06-08
1313,103,2024-05,SCOPE1_GHG,235.741,t,M,SITE_PORTAL,2024-06-09
1314,103,2024-05,SCOPE2_GHG,165.919,t,M,MANUAL_XLS,2024-06-09
1317,103,2024-05,WASTE_TOTAL,75.997,t,M,SAP_EHS,2024-06-08
1316,103,2024-05,WATER_WD,5531.57,m3,M,MANUAL_XLS,2024-06-15
1321,103,2024-06,ENERGY_CONS,1042.78,MWh,M,MANUAL_XLS,2024-07-10
1324,103,2024-06,HOURS_WORKED,90570.9,hours,M,SAP_EHS,2024-07-13
1319,103,2024-06,SCOPE1_GHG,252.363,t,M,SITE_PORTAL,2024-07-17
1320,103,2024-06,SCOPE2_GHG,169.712,t,M,SITE_PORTAL,2024-07-18
1323,103,2024-06,WASTE_TOTAL,81.878,t,M,MANUAL_XLS,2024-07-15
1322,103,2024-06,WATER_WD,5357.07,m3,M,SAP_EHS,2024-07-13
1327,103,2024-07,ENERGY_CONS,1107.74,MWh,M,SAP_EHS,2024-08-13
1330,103,2024-07,HOURS_WORKED,95415.7,hours,M,SAP_EHS,2024-08-20
1325,103,2024-07,SCOPE1_GHG,238.57,t,M,SITE_PORTAL,2024-08-17
1326,103,2024-07,SCOPE2_GHG,169.27,t,M,MANUAL_XLS,2024-08-20
1329,103,2024-07,WASTE_TOTAL,80.054,t,M,SITE_PORTAL,2024-08-17
1328,103,2024-07,WATER_WD,5861.52,m3,M,MANUAL_XLS,2024-08-12
1333,103,2024-08,ENERGY_CONS,1017.75,MWh,M,SAP_EHS,2024-09-14
1336,103,2024-08,HOURS_WORKED,95462.6,hours,M,SAP_EHS,2024-09-16
1331,103,2024-08,SCOPE1_GHG,237.614,t,M,SITE_PORTAL,2024-09-16
1332,103,2024-08,SCOPE2_GHG,173.382,t,M,MANUAL_XLS,2024-09-15
1335,103,2024-08,WASTE_TOTAL,79.034,t,M,SAP_EHS,2024-09-09
1334,103,2024-08,WATER_WD,5643.42,m3,M,SAP_EHS,2024-09-16
1339,103,2024-09,ENERGY_CONS,1013,MWh,M,MANUAL_XLS,2024-10-13
1342,103,2024-09,HOURS_WORKED,92052.5,hours,M,SAP_EHS,2024-10-13
1337,103,2024-09,SCOPE1_GHG,246.481,t,M,SITE_PORTAL,2024-10-20
1338,103,2024-09,SCOPE2_GHG,N/A,t,M,MANUAL_XLS,2024-10-12
1341,103,2024-09,WASTE_TOTAL,81.263,t,M,MANUAL_XLS,2024-10-18
1340,103,2024-09,WATER_WD,5558.88,m3,M,SAP_EHS,2024-10-12
1345,103,2024-10,ENERGY_CONS,1293.77,MWh,M,SITE_PORTAL,2024-11-20
1348,103,2024-10,HOURS_WORKED,94682.6,hours,M,SAP_EHS,2024-11-13
1343,103,2024-10,SCOPE1_GHG,260.391,t,M,SAP_EHS,2024-11-20
1344,103,2024-10,SCOPE2_GHG,214.132,t,M,SAP_EHS,2024-11-08
1347,103,2024-10,WASTE_TOTAL,86.787,t,M,MANUAL_XLS,2024-11-17
1346,103,2024-10,WATER_WD,5916.93,m3,M,SAP_EHS,2024-11-12
1351,103,2024-11,ENERGY_CONS,1299.84,MWh,M,MANUAL_XLS,2024-12-20
1354,103,2024-11,HOURS_WORKED,91404.8,hours,M,SAP_EHS,2024-12-15
1349,103,2024-11,SCOPE1_GHG,280.922,t,M,MANUAL_XLS,2024-12-10
1350,103,2024-11,SCOPE2_GHG,212.482,t,M,SAP_EHS,2024-12-20
1353,103,2024-11,WASTE_TOTAL,101.999,t,M,SAP_EHS,2024-12-12
1352,103,2024-11,WATER_WD,6688.12,m3,M,SITE_PORTAL,2024-12-09
1357,103,2024-12,ENERGY_CONS,1331.79,MWh,M,SITE_PORTAL,2025-01-15
1360,103,2024-12,HOURS_WORKED,93004.9,hours,M,SAP_EHS,2025-01-18
1355,103,2024-12,SCOPE1_GHG,336.123,t,M,SITE_PORTAL,2025-01-17
1356,103,2024-12,SCOPE2_GHG,221.395,t,M,SITE_PORTAL,2025-01-08
1359,103,2024-12,WASTE_TOTAL,105.846,t,M,MANUAL_XLS,2025-01-12
1358,103,2024-12,WATER_WD,7186.13,m3,M,SAP_EHS,2025-01-11
1363,103,2025-01,ENERGY_CONS,1333.48,MWh,M,SAP_EHS,2025-02-09
1366,103,2025-01,HOURS_WORKED,91898,hours,M,SAP_EHS,2025-02-17
1361,103,2025-01,SCOPE1_GHG,277.761,t,M,MANUAL_XLS,2025-02-17
1362,103,2025-01,SCOPE2_GHG,230.019,t,M,SAP_EHS,2025-02-13
1365,103,2025-01,WASTE_TOTAL,93.614,t,M,SITE_PORTAL,2025-02-19
1364,103,2025-01,WATER_WD,7138.46,m3,M,MANUAL_XLS,2025-02-12
1369,103,2025-02,ENERGY_CONS,1182.69,MWh,M,SAP_EHS,2025-03-18
1372,103,2025-02,HOURS_WORKED,96027.3,hours,M,SAP_EHS,2025-03-20
1367,103,2025-02,SCOPE1_GHG,292.208,t,M,MANUAL_XLS,2025-03-16
1368,103,2025-02,SCOPE2_GHG,193.681,t,M,SITE_PORTAL,2025-03-12
1371,103,2025-02,WASTE_TOTAL,95.079,t,M,MANUAL_XLS,2025-03-20
1370,103,2025-02,WATER_WD,5996.81,m3,M,SAP_EHS,2025-03-18
1375,103,2025-03,ENERGY_CONS,1156.08,MWh,M,SAP_EHS,2025-04-11
1378,103,2025-03,HOURS_WORKED,88547.3,hours,M,SAP_EHS,2025-04-20
1373,103,2025-03,SCOPE1_GHG,246.367,t,M,MANUAL_XLS,2025-04-17
1374,103,2025-03,SCOPE2_GHG,200.637,t,M,SAP_EHS,2025-04-13
1377,103,2025-03,WASTE_TOTAL,94.813,t,M,SAP_EHS,2025-04-08
1376,103,2025-03,WATER_WD,6221.44,m3,M,MANUAL_XLS,2025-04-19
1381,103,2025-04,ENERGY_CONS,1094.29,MWh,M,SITE_PORTAL,2025-05-17
1384,103,2025-04,HOURS_WORKED,91461.4,hours,M,SAP_EHS,2025-05-16
1379,103,2025-04,SCOPE1_GHG,245.869,t,M,SITE_PORTAL,2025-05-20
1380,103,2025-04,SCOPE2_GHG,164.587,t,M,SITE_PORTAL,2025-05-17
1383,103,2025-04,WASTE_TOTAL,87.17,t,M,SITE_PORTAL,2025-05-13
1382,103,2025-04,WATER_WD,5630.88,m3,M,SITE_PORTAL,2025-05-09
1387,103,2025-05,ENERGY_CONS,963.999,MWh,M,MANUAL_XLS,2025-06-12
1390,103,2025-05,HOURS_WORKED,91934.6,hours,M,SAP_EHS,2025-06-17
1385,103,2025-05,SCOPE1_GHG,253.323,t,M,MANUAL_XLS,2025-06-13
1386,103,2025-05,SCOPE2_GHG,161.576,t,M,MANUAL_XLS,2025-06-18
1389,103,2025-05,WASTE_TOTAL,70.03,t,M,MANUAL_XLS,2025-06-20
1388,103,2025-05,WATER_WD,4743.34,m3,M,MANUAL_XLS,2025-06-11
1393,103,2025-06,ENERGY_CONS,996.469,MWh,M,SITE_PORTAL,2025-07-19
1396,103,2025-06,HOURS_WORKED,96974.5,hours,M,SAP_EHS,2025-07-14
1391,103,2025-06,SCOPE1_GHG,205.867,t,M,SITE_PORTAL,2025-07-18
1392,103,2025-06,SCOPE2_GHG,170.346,t,M,SAP_EHS,2025-07-18
1395,103,2025-06,WASTE_TOTAL,76.571,t,M,SAP_EHS,2025-07-18
1394,103,2025-06,WATER_WD,5034.34,m3,M,SITE_PORTAL,2025-07-10
1399,103,2025-07,ENERGY_CONS,948.03,MWh,M,MANUAL_XLS,2025-08-13
1402,103,2025-07,HOURS_WORKED,92504.2,hours,M,SAP_EHS,2025-08-13
1397,103,2025-07,SCOPE1_GHG,244.346,t,M,SAP_EHS,2025-08-14
1398,103,2025-07,SCOPE2_GHG,177.519,t,M,SITE_PORTAL,2025-08-17
1401,103,2025-07,WASTE_TOTAL,70.107,t,M,SAP_EHS,2025-08-18
1400,103,2025-07,WATER_WD,4943.75,m3,M,SITE_PORTAL,2025-08-19
1405,103,2025-08,ENERGY_CONS,944.176,MWh,M,MANUAL_XLS,2025-09-16
1408,103,2025-08,HOURS_WORKED,91032.7,hours,M,SAP_EHS,2025-09-14
1403,103,2025-08,SCOPE1_GHG,233.361,t,M,SITE_PORTAL,2025-09-19
1404,103,2025-08,SCOPE2_GHG,153.816,t,M,SAP_EHS,2025-09-09
1407,103,2025-08,WASTE_TOTAL,79.12,t,M,SITE_PORTAL,2025-09-19
1406,103,2025-08,WATER_WD,5178.88,m3,M,MANUAL_XLS,2025-09-14
1411,103,2025-09,ENERGY_CONS,1043.29,MWh,M,SITE_PORTAL,2025-10-10
1414,103,2025-09,HOURS_WORKED,91064.8,hours,M,SAP_EHS,2025-10-19
1409,103,2025-09,SCOPE1_GHG,242.903,t,M,SITE_PORTAL,2025-10-14
1410,103,2025-09,SCOPE2_GHG,189.932,t,M,SITE_PORTAL,2025-10-13
1413,103,2025-09,WASTE_TOTAL,78.289,t,M,SITE_PORTAL,2025-10-10
1412,103,2025-09,WATER_WD,5105.56,m3,M,SITE_PORTAL,2025-10-10
1417,103,2025-10,ENERGY_CONS,1041.91,MWh,M,MANUAL_XLS,2025-11-16
1420,103,2025-10,HOURS_WORKED,96215.4,hours,M,SAP_EHS,2025-11-16
1415,103,2025-10,SCOPE1_GHG,263.826,t,M,SAP_EHS,2025-11-13
1416,103,2025-10,SCOPE2_GHG,192.136,t,M,SAP_EHS,2025-11-11
1419,103,2025-10,WASTE_TOTAL,90.417,t,M,SAP_EHS,2025-11-15
1418,103,2025-10,WATER_WD,5524.78,m3,M,SITE_PORTAL,2025-11-08
1423,103,2025-11,ENERGY_CONS,1189.79,MWh,M,MANUAL_XLS,2025-12-15
1426,103,2025-11,HOURS_WORKED,95555.6,hours,M,SAP_EHS,2025-12-09
1421,103,2025-11,SCOPE1_GHG,300.511,t,M,SAP_EHS,2025-12-16
1422,103,2025-11,SCOPE2_GHG,187.079,t,M,SAP_EHS,2025-12-09
1425,103,2025-11,WASTE_TOTAL,96.572,t,M,SAP_EHS,2025-12-18
1424,103,2025-11,WATER_WD,6525.27,m3,M,SITE_PORTAL,2025-12-10
1429,103,2025-12,ENERGY_CONS,1203.18,MWh,M,SITE_PORTAL,2026-01-15
1432,103,2025-12,HOURS_WORKED,90709.8,hours,M,SAP_EHS,2026-01-16
1427,103,2025-12,SCOPE1_GHG,288.826,t,M,MANUAL_XLS,2026-01-20
1428,103,2025-12,SCOPE2_GHG,223.216,t,M,SITE_PORTAL,2026-01-19
1431,103,2025-12,WASTE_TOTAL,90.409,t,M,MANUAL_XLS,2026-01-15
1430,103,2025-12,WATER_WD,6408.22,m3,M,SITE_PORTAL,2026-01-14
1435,104,2024-01,ENERGY_CONS,2.16448e+06,kWh,M,MANUAL_XLS,2024-02-16
1438,104,2024-01,HOURS_WORKED,143319,hours,M,SAP_EHS,2024-02-19
1433,104,2024-01,SCOPE1_GHG,508.336,t,M,SAP_EHS,2024-02-18
1434,104,2024-01,SCOPE2_GHG,339.712,t,M,SAP_EHS,2024-02-15
1437,104,2024-01,WASTE_TOTAL,150.073,t,M,SITE_PORTAL,2024-02-14
1436,104,2024-01,WATER_WD,10511.1,m3,M,SITE_PORTAL,2024-02-17
1441,104,2024-02,ENERGY_CONS,1.91039e+06,kWh,M,SITE_PORTAL,2024-03-13
1444,104,2024-02,HOURS_WORKED,136580,hours,M,SAP_EHS,2024-03-19
1439,104,2024-02,SCOPE1_GHG,432.539,t,M,MANUAL_XLS,2024-03-12
1440,104,2024-02,SCOPE2_GHG,364.576,t,M,SITE_PORTAL,2024-03-09
1443,104,2024-02,WASTE_TOTAL,144.955,t,M,SAP_EHS,2024-03-20
1442,104,2024-02,WATER_WD,10836.7,m3,M,MANUAL_XLS,2024-03-15
1447,104,2024-03,ENERGY_CONS,1.80284e+06,kWh,M,MANUAL_XLS,2024-04-20
1450,104,2024-03,HOURS_WORKED,142126,hours,M,SAP_EHS,2024-04-18
1445,104,2024-03,SCOPE1_GHG,435.392,t,M,SITE_PORTAL,2024-04-18
1446,104,2024-03,SCOPE2_GHG,309.54,t,M,MANUAL_XLS,2024-04-20
1449,104,2024-03,WASTE_TOTAL,131.228,t,M,SAP_EHS,2024-04-13
1448,104,2024-03,WATER_WD,9097.18,m3,M,SITE_PORTAL,2024-04-13
1453,104,2024-04,ENERGY_CONS,1.85937e+06,kWh,M,SAP_EHS,2024-05-17
1456,104,2024-04,HOURS_WORKED,143210,hours,M,SAP_EHS,2024-05-09
1451,104,2024-04,SCOPE1_GHG,400.342,t,M,MANUAL_XLS,2024-05-10
1452,104,2024-04,SCOPE2_GHG,319.759,t,M,SITE_PORTAL,2024-05-10
1455,104,2024-04,WASTE_TOTAL,136.034,t,M,MANUAL_XLS,2024-05-09
1454,104,2024-04,WATER_WD,8703.55,m3,M,SAP_EHS,2024-05-11
1459,104,2024-05,ENERGY_CONS,1.7058e+06,kWh,M,SITE_PORTAL,2024-06-10
1462,104,2024-05,HOURS_WORKED,142677,hours,M,SAP_EHS,2024-06-12
1457,104,2024-05,SCOPE1_GHG,398.636,t,M,SAP_EHS,2024-06-08
1458,104,2024-05,SCOPE2_GHG,306.84,t,M,SAP_EHS,2024-06-13
1461,104,2024-05,WASTE_TOTAL,121.319,t,M,MANUAL_XLS,2024-06-16
1460,104,2024-05,WATER_WD,8294.25,m3,M,SITE_PORTAL,2024-06-17
1465,104,2024-06,ENERGY_CONS,1.54133e+06,kWh,M,SITE_PORTAL,2024-07-19
1468,104,2024-06,HOURS_WORKED,144835,hours,M,SAP_EHS,2024-07-08
1463,104,2024-06,SCOPE1_GHG,395.733,t,M,SAP_EHS,2024-07-09
1464,104,2024-06,SCOPE2_GHG,275.911,t,M,MANUAL_XLS,2024-07-19
1467,104,2024-06,WASTE_TOTAL,133.597,t,M,SAP_EHS,2024-07-12
1466,104,2024-06,WATER_WD,8365.73,m3,M,SAP_EHS,2024-07-13
1471,104,2024-07,ENERGY_CONS,1.49451e+06,kWh,M,SAP_EHS,2024-08-15
1474,104,2024-07,HOURS_WORKED,138966,hours,M,SAP_EHS,2024-08-09
1469,104,2024-07,SCOPE1_GHG,343.16,t,M,SAP_EHS,2024-08-08
1470,104,2024-07,SCOPE2_GHG,290.862,t,M,SITE_PORTAL,2024-08-09
1473,104,2024-07,WASTE_TOTAL,124.873,t,M,MANUAL_XLS,2024-08-16
1472,104,2024-07,WATER_WD,7512.23,m3,M,SITE_PORTAL,2024-08-08
1477,104,2024-08,ENERGY_CONS,1.45984e+06,kWh,M,SAP_EHS,2024-09-20
1480,104,2024-08,HOURS_WORKED,136294,hours,M,SAP_EHS,2024-09-19
1475,104,2024-08,SCOPE1_GHG,373.597,t,M,SITE_PORTAL,2024-09-11
1476,104,2024-08,SCOPE2_GHG,262.529,t,M,MANUAL_XLS,2024-09-09
1479,104,2024-08,WASTE_TOTAL,108.441,t,M,SITE_PORTAL,2024-09-13
1478,104,2024-08,WATER_WD,7750.85,m3,M,MANUAL_XLS,2024-09-13
1483,104,2024-09,ENERGY_CONS,1.81755e+06,kWh,M,MANUAL_XLS,2024-10-14
1486,104,2024-09,HOURS_WORKED,140065,hours,M,SAP_EHS,2024-10-10
1481,104,2024-09,SCOPE1_GHG,415.989,t,M,MANUAL_XLS,2024-10-13
1482,104,2024-09,SCOPE2_GHG,303.628,t,M,MANUAL_XLS,2024-10-20
1485,104,2024-09,WASTE_TOTAL,138.579,t,M,SITE_PORTAL,2024-10-08
1484,104,2024-09,WATER_WD,8076.83,m3,M,SITE_PORTAL,2024-10-09
1489,104,2024-10,ENERGY_CONS,1.94688e+06,kWh,M,MANUAL_XLS,2024-11-18
1492,104,2024-10,HOURS_WORKED,145508,hours,M,SAP_EHS,2024-11-10
1487,104,2024-10,SCOPE1_GHG,441.186,t,M,SITE_PORTAL,2024-11-20
1488,104,2024-10,SCOPE2_GHG,331.524,t,M,SAP_EHS,2024-11-20
1491,104,2024-10,WASTE_TOTAL,146.711,t,M,SITE_PORTAL,2024-11-20
1490,104,2024-10,WATER_WD,9955.63,m3,M,SITE_PORTAL,2024-11-16
1495,104,2024-11,ENERGY_CONS,1.93056e+06,kWh,M,SAP_EHS,2024-12-11
1498,104,2024-11,HOURS_WORKED,144224,hours,M,SAP_EHS,2024-12-18
1493,104,2024-11,SCOPE1_GHG,424.916,t,M,MANUAL_XLS,2024-12-12
1494,104,2024-11,SCOPE2_GHG,310.558,t,M,SAP_EHS,2024-12-12
1497,104,2024-11,WASTE_TOTAL,139.139,t,M,MANUAL_XLS,2024-12-11
1496,104,2024-11,WATER_WD,11072.3,m3,M,MANUAL_XLS,2024-12-09
1501,104,2024-12,ENERGY_CONS,1.89755e+06,kWh,M,SAP_EHS,2025-01-19
1504,104,2024-12,HOURS_WORKED,142430,hours,M,SAP_EHS,2025-01-13
1499,104,2024-12,SCOPE1_GHG,476.276,t,M,SAP_EHS,2025-01-20
1500,104,2024-12,SCOPE2_GHG,333.655,t,M,SAP_EHS,2025-01-16
1503,104,2024-12,WASTE_TOTAL,173.926,t,M,SAP_EHS,2025-01-09
1502,104,2024-12,WATER_WD,9913.53,m3,M,MANUAL_XLS,2025-01-17
1507,104,2025-01,ENERGY_CONS,2.20993e+06,kWh,M,SITE_PORTAL,2025-02-18
1510,104,2025-01,HOURS_WORKED,136481,hours,M,SAP_EHS,2025-02-14
1505,104,2025-01,SCOPE1_GHG,431.53,t,M,MANUAL_XLS,2025-02-17
1506,104,2025-01,SCOPE2_GHG,324.075,t,M,SAP_EHS,2025-02-12
1509,104,2025-01,WASTE_TOTAL,142.857,t,M,SITE_PORTAL,2025-02-10
1508,104,2025-01,WATER_WD,11164.5,m3,M,MANUAL_XLS,2025-02-20
1513,104,2025-02,ENERGY_CONS,1.84355e+06,kWh,M,MANUAL_XLS,2025-03-18
1516,104,2025-02,HOURS_WORKED,148698,hours,M,SAP_EHS,2025-03-19
1511,104,2025-02,SCOPE1_GHG,477.34,t,M,MANUAL_XLS,2025-03-18
1512,104,2025-02,SCOPE2_GHG,308.338,t,M,MANUAL_XLS,2025-03-09
2673,104,2025-02,SCOPE2_GHG,339.618,t,M,MANUAL_XLS,2025-04-23
1515,104,2025-02,WASTE_TOTAL,142.519,t,M,SAP_EHS,2025-03-08
1514,104,2025-02,WATER_WD,10960.8,m3,M,SITE_PORTAL,2025-03-18
1519,104,2025-03,ENERGY_CONS,1.93106e+06,kWh,M,SAP_EHS,2025-04-17
1522,104,2025-03,HOURS_WORKED,140813,hours,M,SAP_EHS,2025-04-16
1517,104,2025-03,SCOPE1_GHG,396.803,t,M,SAP_EHS,2025-04-16
1518,104,2025-03,SCOPE2_GHG,326.266,t,M,SAP_EHS,2025-04-08
2674,104,2025-03,SCOPE2_GHG,372.962,t,M,MANUAL_XLS,2025-05-23
1521,104,2025-03,WASTE_TOTAL,128.359,t,M,SAP_EHS,2025-04-13
1520,104,2025-03,WATER_WD,9157.27,m3,M,SITE_PORTAL,2025-04-19
1525,104,2025-04,ENERGY_CONS,1.55179e+06,kWh,M,MANUAL_XLS,2025-05-19
1528,104,2025-04,HOURS_WORKED,139221,hours,M,SAP_EHS,2025-05-15
1523,104,2025-04,SCOPE1_GHG,352.315,t,M,SITE_PORTAL,2025-05-15
1524,104,2025-04,SCOPE2_GHG,281.77,t,M,SITE_PORTAL,2025-05-17
1527,104,2025-04,WASTE_TOTAL,131.327,t,M,SITE_PORTAL,2025-05-09
1526,104,2025-04,WATER_WD,8632.63,m3,M,SAP_EHS,2025-05-14
1531,104,2025-05,ENERGY_CONS,1.6989e+06,kWh,M,SITE_PORTAL,2025-06-13
1534,104,2025-05,HOURS_WORKED,144933,hours,M,SAP_EHS,2025-06-15
1529,104,2025-05,SCOPE1_GHG,370.051,t,M,MANUAL_XLS,2025-06-12
1530,104,2025-05,SCOPE2_GHG,280.346,t,M,SAP_EHS,2025-06-17
1533,104,2025-05,WASTE_TOTAL,109.332,t,M,SITE_PORTAL,2025-06-17
1532,104,2025-05,WATER_WD,8361.68,m3,M,SAP_EHS,2025-06-18
1537,104,2025-06,ENERGY_CONS,1.44134e+06,kWh,M,SITE_PORTAL,2025-07-08
1540,104,2025-06,HOURS_WORKED,137745,hours,M,SAP_EHS,2025-07-20
1535,104,2025-06,SCOPE1_GHG,326.558,t,M,SITE_PORTAL,2025-07-16
1536,104,2025-06,SCOPE2_GHG,255.974,t,M,SAP_EHS,2025-07-16
1539,104,2025-06,WASTE_TOTAL,119.937,t,M,MANUAL_XLS,2025-07-12
1538,104,2025-06,WATER_WD,8149.58,m3,M,SITE_PORTAL,2025-07-17
1543,104,2025-07,ENERGY_CONS,1.4843e+06,kWh,M,SITE_PORTAL,2025-08-10
1546,104,2025-07,HOURS_WORKED,135398,hours,M,SAP_EHS,2025-08-11
1541,104,2025-07,SCOPE1_GHG,314.378,t,M,MANUAL_XLS,2025-08-20
1542,104,2025-07,SCOPE2_GHG,250.216,t,M,MANUAL_XLS,2025-08-18
1545,104,2025-07,WASTE_TOTAL,118.033,t,M,MANUAL_XLS,2025-08-08
1544,104,2025-07,WATER_WD,7762.57,m3,M,SITE_PORTAL,2025-08-10
1549,104,2025-08,ENERGY_CONS,1.55311e+06,kWh,M,MANUAL_XLS,2025-09-10
1552,104,2025-08,HOURS_WORKED,137200,hours,M,SAP_EHS,2025-09-09
1547,104,2025-08,SCOPE1_GHG,309.759,t,M,MANUAL_XLS,2025-09-20
1548,104,2025-08,SCOPE2_GHG,259.21,t,M,SITE_PORTAL,2025-09-16
1551,104,2025-08,WASTE_TOTAL,104.127,t,M,MANUAL_XLS,2025-09-18
1550,104,2025-08,WATER_WD,7156.28,m3,M,SAP_EHS,2025-09-08
1555,104,2025-09,ENERGY_CONS,1.69986e+06,kWh,M,SITE_PORTAL,2025-10-12
1558,104,2025-09,HOURS_WORKED,146703,hours,M,SAP_EHS,2025-10-15
1553,104,2025-09,SCOPE1_GHG,398.882,t,M,SITE_PORTAL,2025-10-15
1554,104,2025-09,SCOPE2_GHG,280.193,t,M,SITE_PORTAL,2025-10-10
1557,104,2025-09,WASTE_TOTAL,112.927,t,M,SITE_PORTAL,2025-10-19
1556,104,2025-09,WATER_WD,7530.1,m3,M,SAP_EHS,2025-10-11
1561,104,2025-10,ENERGY_CONS,1.8315e+06,kWh,M,MANUAL_XLS,2025-11-13
1564,104,2025-10,HOURS_WORKED,148030,hours,M,SAP_EHS,2025-11-10
1559,104,2025-10,SCOPE1_GHG,410.25,t,M,SAP_EHS,2025-11-14
1560,104,2025-10,SCOPE2_GHG,285.803,t,M,MANUAL_XLS,2025-11-12
1563,104,2025-10,WASTE_TOTAL,120.933,t,M,MANUAL_XLS,2025-11-19
1562,104,2025-10,WATER_WD,9162.34,m3,M,MANUAL_XLS,2025-11-12
1567,104,2025-11,ENERGY_CONS,2.05444e+06,kWh,M,MANUAL_XLS,2025-12-08
1570,104,2025-11,HOURS_WORKED,140518,hours,M,SAP_EHS,2025-12-17
1565,104,2025-11,SCOPE1_GHG,452.316,t,M,MANUAL_XLS,2025-12-18
1566,104,2025-11,SCOPE2_GHG,334.406,t,M,MANUAL_XLS,2025-12-16
1569,104,2025-11,WASTE_TOTAL,155.645,t,M,MANUAL_XLS,2025-12-10
1568,104,2025-11,WATER_WD,9214.05,m3,M,SITE_PORTAL,2025-12-17
1573,104,2025-12,ENERGY_CONS,2.13566e+06,kWh,M,SAP_EHS,2026-01-13
1576,104,2025-12,HOURS_WORKED,146084,hours,M,SAP_EHS,2026-01-18
1571,104,2025-12,SCOPE1_GHG,405.234,t,M,MANUAL_XLS,2026-01-13
1572,104,2025-12,SCOPE2_GHG,323.327,t,M,SAP_EHS,2026-01-09
1575,104,2025-12,WASTE_TOTAL,136.602,t,M,SAP_EHS,2026-01-13
1574,104,2025-12,WATER_WD,10740.8,m3,M,SITE_PORTAL,2026-01-13
1579,105,2024-01,ENERGY_CONS,918580,kWh,M,MANUAL_XLS,2024-02-15
1582,105,2024-01,HOURS_WORKED,61422,hours,M,SAP_EHS,2024-02-20
1577,105,2024-01,SCOPE1_GHG,210.305,t,M,SAP_EHS,2024-02-10
1578,105,2024-01,SCOPE2_GHG,153.076,t,M,SAP_EHS,2024-02-09
1581,105,2024-01,WASTE_TOTAL,65.545,t,M,MANUAL_XLS,2024-02-18
1580,105,2024-01,WATER_WD,4477.25,m3,M,MANUAL_XLS,2024-02-18
1585,105,2024-02,ENERGY_CONS,862048,kWh,M,SITE_PORTAL,2024-03-09
1588,105,2024-02,HOURS_WORKED,60109,hours,M,SAP_EHS,2024-03-16
1583,105,2024-02,SCOPE1_GHG,211.299,t,M,SITE_PORTAL,2024-03-17
1584,105,2024-02,SCOPE2_GHG,138.558,t,M,SITE_PORTAL,2024-03-18
1587,105,2024-02,WASTE_TOTAL,60.479,t,M,MANUAL_XLS,2024-03-10
1586,105,2024-02,WATER_WD,4515.82,m3,M,MANUAL_XLS,2024-03-16
1591,105,2024-03,ENERGY_CONS,779231,kWh,M,MANUAL_XLS,2024-04-15
1594,105,2024-03,HOURS_WORKED,60600.1,hours,M,SAP_EHS,2024-04-15
1589,105,2024-03,SCOPE1_GHG,185.716,t,M,SITE_PORTAL,2024-04-16
1590,105,2024-03,SCOPE2_GHG,145.304,t,M,MANUAL_XLS,2024-04-13
1593,105,2024-03,WASTE_TOTAL,63.329,t,M,SITE_PORTAL,2024-04-19
1592,105,2024-03,WATER_WD,4005.09,m3,M,MANUAL_XLS,2024-04-14
1597,105,2024-04,ENERGY_CONS,807819,kWh,M,SAP_EHS,2024-05-17
1600,105,2024-04,HOURS_WORKED,59110,hours,M,SAP_EHS,2024-05-09
1595,105,2024-04,SCOPE1_GHG,152.913,t,M,SAP_EHS,2024-05-17
1596,105,2024-04,SCOPE2_GHG,112.877,t,M,SITE_PORTAL,2024-05-09
1599,105,2024-04,WASTE_TOTAL,51.039,t,M,MANUAL_XLS,2024-05-15
1598,105,2024-04,WATER_WD,3650.88,m3,M,MANUAL_XLS,2024-05-08
1603,105,2024-05,ENERGY_CONS,635024,kWh,M,MANUAL_XLS,2024-06-10
1606,105,2024-05,HOURS_WORKED,57122.9,hours,M,SAP_EHS,2024-06-16
1601,105,2024-05,SCOPE1_GHG,144.552,t,M,MANUAL_XLS,2024-06-17
1602,105,2024-05,SCOPE2_GHG,108.963,t,M,SAP_EHS,2024-06-16
1605,105,2024-05,WASTE_TOTAL,49.122,t,M,SAP_EHS,2024-06-18
1604,105,2024-05,WATER_WD,3673.71,m3,M,MANUAL_XLS,2024-06-20
1609,105,2024-06,ENERGY_CONS,653107,kWh,M,MANUAL_XLS,2024-07-14
1612,105,2024-06,HOURS_WORKED,59077.8,hours,M,SAP_EHS,2024-07-16
